name,line,season no.,episode no.,episode name
Giant,Fee! Fi! Fo! Fum!,1,5,Meeseeks and Destroy
Rick,"Just give up, Morty. This is game over. I'll take us home right now. You just say the word.",1,5,Meeseeks and Destroy
Morty,"No way, Rick. This is all part of it. Adventures have conflict. Deal with it.",1,5,Meeseeks and Destroy
Giant,I smell the blood of- whoop!,1,5,Meeseeks and Destroy
Morty,Holy crap.,1,5,Meeseeks and Destroy
Rick,"Oh, boy. He looks pretty bad down there, Morty. Looks like he's bleeding out.",1,5,Meeseeks and Destroy
Giant woman,"Oh, Jesus! Dale! You sons of bitches! Oh, man. Hello, 911? My husband has been attacked by tiny people! He's dying!",1,5,Meeseeks and Destroy
Detective,"Hey, look, we get it. You're little, you're down on your luck, you think, ""hey, he's a giant. Why don't we break into his home, rob him, and murder him?""",1,5,Meeseeks and Destroy
Morty,Th-th but that's not how it went down!,1,5,Meeseeks and Destroy
Detective,"Oh, well, it's going down like that. You're both going down like that.",1,5,Meeseeks and Destroy
Rick,"Ooh, boy, Morty, you're really showing me how it's done. Real straightforward and fun.",1,5,Meeseeks and Destroy
Summer,"Like, letting go of the need to be popular is what makes people like you.",1,5,Meeseeks and Destroy
Beth,The most important love you can receive is from yourself.,1,5,Meeseeks and Destroy
Meeseeks,"Okay, Jerry, you got to just choke up on the club!",1,5,Meeseeks and Destroy
Jerry,"Well, which is it, choke up or follow-through?!",1,5,Meeseeks and Destroy
Meeseeks,"Aww, come on, Jerry, we've been over this. You know you got to do both! This is as frustrating for us as it is for you.",1,5,Meeseeks and Destroy
Jerry,Don't tell me that! That just puts pressure on me!,1,5,Meeseeks and Destroy
Meeseeks,Just try to relax.,1,5,Meeseeks and Destroy
Jerry,"You try to relax! Have you ever tried to relax?! It is a paradox!  Ugh, these Meeseeks, huh? Kind of a handful. I can't imagine what you two must be going through.",1,5,Meeseeks and Destroy
Beth,"Our Meeseeks have been gone for hours, Jerry.",1,5,Meeseeks and Destroy
Jerry,You're kidding me.,1,5,Meeseeks and Destroy
Beth,Notice anything different?,1,5,Meeseeks and Destroy
Jerry,I'm sorry. Hours?,1,5,Meeseeks and Destroy
Summer,"Dad, mom is a beautiful woman! Look at her! You will lose her!",1,5,Meeseeks and Destroy
Meeseeks,"Uhh... Hey, Jerry, you mind if we get back to the task at hand? Meeseeks don't usually have to exist this long. It's getting weird.",1,5,Meeseeks and Destroy
Judge,"Order in the court! Before the jury reaches its verdict, I just want to say that I consider you both very guilty.",1,5,Meeseeks and Destroy
Rick,"Oh, great adventure, buddy. Rick and Morty go to giant prison. You know, if somebody drops the soap, it's gonna land on our heads and crush our spines, Morty. You know, it'll be really easy to rape us after that.",1,5,Meeseeks and Destroy
Morty,"We're gonna be okay, Rick.",1,5,Meeseeks and Destroy
Rick,"How? They took my portal gun. This is an open-and-shut case, Morty. You know, what do you think's gonna happen, some magical angel's gonna show up and then-",1,5,Meeseeks and Destroy
Giant Lawyer,"Fee! Fi! Fo! Fum! I smell the violation of civil liberties! Your honor, I'm from a tiny-persons advocacy group and I have here in my hand a motion to dismiss. These little men were never read their giant rights and are therefore free-fi to fo-home.",1,5,Meeseeks and Destroy
Rick,W-what the hell is he talking about?,1,5,Meeseeks and Destroy
Giant Lawyer,"They're free to go, is what I meant. I'm deconstructing our our our thing we say. We're giants. Nobody got that? Whatever.",1,5,Meeseeks and Destroy
Morty,"Oh, man, what did I tell you, Rick? We did it!",1,5,Meeseeks and Destroy
Rick,"All right, Morty, looks like the portal gun's still working. You ready to head home?",1,5,Meeseeks and Destroy
Morty,"Oh, yeah, you'd like that, wouldn't you, Rick? Well, you know what? We're not bailing out just yet. You know, we're gonna go find some treasure or something and and we're gonna bring it to those villagers.",1,5,Meeseeks and Destroy
Rick,"Morty, cut your losses. This is obviously awash.",1,5,Meeseeks and Destroy
Morty,"Yeah, you were saying that back when we first got arrested, but here we are, you know, walking down the courthouse steps.",1,5,Meeseeks and Destroy
Rick,"Oh, boy, Morty.",1,5,Meeseeks and Destroy
Morty,"Usually, walking down the courthouse steps is the easy part of the adventure.",1,5,Meeseeks and Destroy
Rick,"What do you say, Morty?",1,5,Meeseeks and Destroy
Morty,"I say give me a hand, sidekick.",1,5,Meeseeks and Destroy
NOTE,to make this easier an * will be put next to meeseeks every time a different meeseeks talks.,1,5,Meeseeks and Destroy
Jerry,Everybody shut up! Let me try!  Damn it! Damn it! Damn it!,1,5,Meeseeks and Destroy
Beth,I'm going out.,1,5,Meeseeks and Destroy
Jerry,Wait. What?,1,5,Meeseeks and Destroy
Beth,"Well, you're busy. I'm hungry. I thought I'd go out. Do you want me to be happy or do you want me to be in prison?",1,5,Meeseeks and Destroy
Jerry,"Whoa, whoa, where in the hell is, I'll take you to dinner.",1,5,Meeseeks and Destroy
All the Meeseeks,AWWWWWWW!,1,5,Meeseeks and Destroy
Jerry,"Hey, you know what? It's hard being me, too. I'll be right there. Look, I've got a marriage to keep together. At this point, my golf swing is more your problem than mine.",1,5,Meeseeks and Destroy
Meeseeks,I can't take it anymore. I just want to die!,1,5,Meeseeks and Destroy
Meeseeks *,We all want to die! We're Meeseeks! Why did you even rope me into this?,1,5,Meeseeks and Destroy
Meeseeks *,'Cause he roped me into this!,1,5,Meeseeks and Destroy
Meeseeks *,"Well, him over there, he roped me into this!",1,5,Meeseeks and Destroy
Meeseeks *,"Well, he roped me into this!",1,5,Meeseeks and Destroy
Meeseeks *,"Well, what about me? He roped me into this.",1,5,Meeseeks and Destroy
Meeseeks *,"Well, that one over there roped me into this.",1,5,Meeseeks and Destroy
Meeseeks *,"Well, he roped me into this.",1,5,Meeseeks and Destroy
Rick,"Yeah, Morty, this is the part of the story everybody loves scaling down 650,000 oversized steps.",1,5,Meeseeks and Destroy
Morty,"All right, okay, you know, if this was a story, this part wouldn't be included, stupid.  Hey, Rick, what do you know? Look down there. Looks like some kind of tavern or something built right into the side of the step.",1,5,Meeseeks and Destroy
Morty,"Oh, wow, Rick. Now, this is more like it. Look, there's little staircase-shaped people in here. All kinds of crazy characters. This place is great, you know? It's whimsical and fun.",1,5,Meeseeks and Destroy
Rick,"What are you looking at, motherfucker?",1,5,Meeseeks and Destroy
Morty,"Easy, Rick.",1,5,Meeseeks and Destroy
Waitress,"Pay them no mind. Those stair goblins can be moody. Now, what can I getcha? We've got skarlog poppies, flurlow, halzingers, bloogies, juicy time babies.",1,5,Meeseeks and Destroy
Rick,"Yeah, yeah, yeah, how about some scotch whiskey? You got any of that around here? Or just a bunch of nonsense words?",1,5,Meeseeks and Destroy
Morty,"Rick... We'll have two bloogies, please. And, uh, we were wondering, is there a faster way two heroes could get down these stairs?",1,5,Meeseeks and Destroy
Slippery,Y'all need to ride down the stairs? My name is slippely-slippery stair. I'll take you down there for 25 shmeckels.,1,5,Meeseeks and Destroy
Rick,25 shmeckels? I don't know how much I don't know what that is. Is that a lot? Is it a little?,1,5,Meeseeks and Destroy
Waitress,That's exactly how much I spent on my big fake boobies.,1,5,Meeseeks and Destroy
Mr. Booby Buyer,"Hi, I'm Mr. Booby Buyer. I'll buy those boobies for 25 shmeckels.",1,5,Meeseeks and Destroy
Waitess,"It's a tempting offer, but I'm gonna have to decline.",1,5,Meeseeks and Destroy
Mr. Booby Buyer,Rats! What a shame.,1,5,Meeseeks and Destroy
Rick,"Morty, your adventure's in a spiral. For real, man, time to pull out.",1,5,Meeseeks and Destroy
Morty,"You keep heckling my adventure, Rick! You know why?",1,5,Meeseeks and Destroy
Rick,"Uh, because it's lame?",1,5,Meeseeks and Destroy
Morty,"It's because you're petty! You know, how many times have I had to follow you into some nonsensical bull crap? I always roll with the punches, Rick. Why can't you? Look, I got to take a leak, and when I come back, if you haven't learned how to lighten up, don't be here!",1,5,Meeseeks and Destroy
Rick,Whatever.,1,5,Meeseeks and Destroy
Meeseeks,"It's become clear-look at me- that if we concentrate all our efforts on Jerry's follow-through, we will solve this problem. I'm Mr. Meeseeks.",1,5,Meeseeks and Destroy
Meeseeks *,I'm Mr. Meeseeks. Look at me. The only thing that's clear is that choking up is the one true solution.,1,5,Meeseeks and Destroy
Meeseeks 3,"Look at me. I'm Mr. Meeseeks. I've been trying to help Jerry for two days, an eternity in Meeseeks time, and nothing's worked. I fear the worst.",1,5,Meeseeks and Destroy
Meeseeks,"Your failures are your own, old man. I'm Mr. Meeseeks! Look at me. I say follow-through! Who's with me?! Follow-through!",1,5,Meeseeks and Destroy
New Meeseeks,I'm Mr. Meeseeks! Look at me!,1,5,Meeseeks and Destroy
Meeseeks,Kill him!,1,5,Meeseeks and Destroy
New Meeseeks,Hisssss! ,1,5,Meeseeks and Destroy
Mr. Jelly Bean,How are you today? I'm Mr. Jelly Bean!,1,5,Meeseeks and Destroy
Morty,"Hi, Mr. Jelly Bean. I'm Morty. My grandpa and I are on an adventure.",1,5,Meeseeks and Destroy
Mr. Jelly Bean,Nice. Is it a fun adventure?,1,5,Meeseeks and Destroy
Morty,I hope so. But I'm starting to get nervous that maybe it's gone a little too far off the rails.,1,5,Meeseeks and Destroy
Mr. Jelly Bean,"Well, isn't that what adventures do?",1,5,Meeseeks and Destroy
Morty,"Hey, you know what? You're right. Everything's going fine. I just got to relax and go with the flow.",1,5,Meeseeks and Destroy
Mr. Jelly Bean,Yeah. ,1,5,Meeseeks and Destroy
Morty,Okay. Uh. B-bye.,1,5,Meeseeks and Destroy
Mr. Jelly Bean,"Uhh, no, stay. Go with the flow!",1,5,Meeseeks and Destroy
Morty,Stop. You're making me really uncomfortable.,1,5,Meeseeks and Destroy
Mr. Jelly Bean,Stop fighting me! Just let this happen!,1,5,Meeseeks and Destroy
Morty,Get off of me!,1,5,Meeseeks and Destroy
Rick,♪ Sweet home Alabama. Wooooo! ♪,1,5,Meeseeks and Destroy
Morty,Whoo! No! Stop! Please!,1,5,Meeseeks and Destroy
Mr. Jelly Bean,"Stop being such a fucking tease, you sweet little twat!",1,5,Meeseeks and Destroy
Morty,No! No!,1,5,Meeseeks and Destroy
Meeseeks,"Everybody sto-o-o-p! Look at me! My brothers, nothing will be accomplished by shedding Meeseeks blood. None of us can die until our job is done.",1,5,Meeseeks and Destroy
Meeseeks *,The job can't be done! We'll never get two strokes off his game!,1,5,Meeseeks and Destroy
Meeseeks,"No, we won't. But we will get all strokes off his game.",1,5,Meeseeks and Destroy
All other Meeseeks,Where's he going with this? What does he mean?,1,5,Meeseeks and Destroy
Meeseeks,When we kill him!,1,5,Meeseeks and Destroy
Beth,"Jerry, maybe it's time I take that trip I always talk about.",1,5,Meeseeks and Destroy
Jerry,Where would you go?,1,5,Meeseeks and Destroy
Beth,"I don't know, man. Italy. Greece. Argentina.",1,5,Meeseeks and Destroy
Jerry,Countries known for their sexually aggressive men. Did I tell you how much I love your new haircut?,1,5,Meeseeks and Destroy
Jerry,What the heck?,1,5,Meeseeks and Destroy
Meeseeks,There he is!,1,5,Meeseeks and Destroy
Beth,"Run, Jerry!",1,5,Meeseeks and Destroy
Meeseeks,"Come on out, Jerry!",1,5,Meeseeks and Destroy
Jerry,"Guys, I'll choke up. I'll follow through. I'll do whatever you tell me to do, okay?",1,5,Meeseeks and Destroy
Meeseeks,"Oh, we're well past that, Jerry.",1,5,Meeseeks and Destroy
Card Player,"Come on, Rick, quit stalling. What do ya got?",1,5,Meeseeks and Destroy
Rick,"Read 'em and weep, fellas!  Oh, hey, Morty. Listen, I'm really sorry about all that stuff I said earlier about your adventure. I'm havin' a good time, Morty. It's not so bad.",1,5,Meeseeks and Destroy
Morty,"Let's just go home, okay? I'm calling it. The adventure's over.",1,5,Meeseeks and Destroy
Rick,"We can't leave now, Morty. I'm on fire!",1,5,Meeseeks and Destroy
Morty,"Look, I want to leave now. You win the bet, okay?  Just give me the portal gun and let's go, please!",1,5,Meeseeks and Destroy
Morty,"Please, I just want to... go h-home. ",1,5,Meeseeks and Destroy
Rick,"Okay. Listen, Morty. I just won a bunch of shmeckels. Why don't we use 25 of them to pay slippery stair here for a ride back to the village, and then we'll give the rest of the shmeckels to the villagers, huh?",1,5,Meeseeks and Destroy
Morty,Really?,1,5,Meeseeks and Destroy
Rick,"Sure, Morty. Yeah. You know, a good adventure needs a good ending.",1,5,Meeseeks and Destroy
Slippery,Buckle up! ,1,5,Meeseeks and Destroy
Meeseeks,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a singular purpose for which we will go to any lengths to fulfill! Existence is pain to a Meeseeks, Jerry. And we will do anything to alleviate that pain. Just ask...  ...what's your name, ma'am?",1,5,Meeseeks and Destroy
Woman,"Samantha. Please, mister! Give him what he wants!",1,5,Meeseeks and Destroy
Jerry,Innocent people are going to die because of me. Why am I so mediocre?,1,5,Meeseeks and Destroy
Beth,"Jerry, turn around. Straighten your back. Bend your knees. Bend them. Square your shoulders. Take a deep breath. I love you.",1,5,Meeseeks and Destroy
Meeseeks,"I'm counting to three, Jerry.",1,5,Meeseeks and Destroy
All Meeseeks,Ooooohhh!,1,5,Meeseeks and Destroy
Samantha,What the fuck is going on?,1,5,Meeseeks and Destroy
All Meeseeks,He's got it! That's a lower handicap stro-o-ke!,1,5,Meeseeks and Destroy
Meeseeks,Excuse me. I'm a bit of a stickler Meeseeks. What about your short game?,1,5,Meeseeks and Destroy
Samantha,"Oh, my God, oh, my God! What about your short game?!",1,5,Meeseeks and Destroy
Meeseeks,"Ooh, nice! ",1,5,Meeseeks and Destroy
Jerry,I think we'll take our food to go.,1,5,Meeseeks and Destroy
Owner,"No, you won't. The police are coming. You have so many questions to answer.",1,5,Meeseeks and Destroy
Jerry,Fair enough.,1,5,Meeseeks and Destroy
The First Villager,"Thank you, kind sir. Our village is saved! You are both true heroes!",1,5,Meeseeks and Destroy
Rick,"Good job, Morty. Looks like you won the bet.",1,5,Meeseeks and Destroy
Morty,"Thanks, Rick, but I don't know if I should. You know, you were right about the universe. It's a crazy and chaotic place.",1,5,Meeseeks and Destroy
Rick,"Well, you know, maybe that's why it could use a little cleaning up every now and then, you know. This one's wrapped up neat and clean because we did it Morty style.",1,5,Meeseeks and Destroy
The First Villager,"Oh! Heroes, we would like to introduce you to our beloved king so that he may thank you personally.",1,5,Meeseeks and Destroy
Morty,"Uh, no, I-it's cool. Rick. Portal. Hurry.",1,5,Meeseeks and Destroy
Jerry,So... You still thinking about taking that trip?,1,5,Meeseeks and Destroy
Beth,"Jerry, look. We don't have a perfect marriage, but I'm not going anywhere. When we were in that freezer, I realized the Meeseeks are like the guys I went to high school with willing to say anything to ""complete their task.""",1,5,Meeseeks and Destroy
Jerry,Was I one of those guys?,1,5,Meeseeks and Destroy
Beth,The difference is you didn't disappear afterwards.,1,5,Meeseeks and Destroy
Jerry,Well... I got you pregnant.,1,5,Meeseeks and Destroy
Beth,Yeah...,1,5,Meeseeks and Destroy
Rick,What the hell happened to this place?,1,5,Meeseeks and Destroy
Beth,"Uh, your Meeseeks box happened. They went crazy when they couldn't take two strokes off Jerry's golf game. He felt terrible.",1,5,Meeseeks and Destroy
Rick,"Hey, it's not my fault that Jerry's an idiot.",1,5,Meeseeks and Destroy
Beth,Dad! Is there anything you can do to clean this place up?,1,5,Meeseeks and Destroy
Rick,"Well, you know, I do have a Fleeseeks box.",1,5,Meeseeks and Destroy
Jerry,No. No more boxes.,1,5,Meeseeks and Destroy
Rick,"What? It just has a mop and some floor wax in it. Wubba lubba dub dub!  Yeah! That's my new thing! I'm kind of like what's his name Arsenio. Isn't that it's what Arsenio used to say on his show. Wobble gobba lop bops! Right? See you next week, everybody.",1,5,Meeseeks and Destroy
Beth,I don't get it.,1,5,Meeseeks and Destroy
Villager 1,"Sir, I think you're going to want to see this. We found it inside a lockbox inside king Jelly Bean's closet.  We have to tell the people.",1,5,Meeseeks and Destroy
Villager 2,Wait. Destroy it.  Our people will get more from the idea he represented... than from the jelly bean he actually was.,1,5,Meeseeks and Destroy
