name,line,season no.,episode no.,episode name
Toxic Morty,  R-Rick.,3,6,Rest and Ricklaxation
Toxic Rick,Morty! ,3,6,Rest and Ricklaxation
Toxic Morty,Ugh! What Happened?,3,6,Rest and Ricklaxation
Toxic Rick,"We blew up, idiot! Are you really that stupid? Obviously the guy I yelled at overloaded the machine. It takes more than that to kill Rick and Morty, motherfucker!",3,6,Rest and Ricklaxation
Toxic Rick,"But this might do it. Run, Morty!",3,6,Rest and Ricklaxation
Toxic Morty,E-Everything hurts!,3,6,Rest and Ricklaxation
Toxic Rick,"That’s because you’re worthless!  Jesus, how big was this explosion? I’m a genius. I don’t have time for this shit.",3,6,Rest and Ricklaxation
Toxic Morty," W-W-We’re in Hell, aren’t we, Rick?",3,6,Rest and Ricklaxation
Toxic Rick," You’re so stupid, Morty. You’re an  idiot. There’s no such thing as Hell.",3,6,Rest and Ricklaxation
Toxic Morty,"I believe you, but I just want to die.",3,6,Rest and Ricklaxation
Toxic Rick,You can die when I say so. I control you. I control the universe! Why am I bragging about that? I have nothing to prove. I’m surrounded by inferior pieces of shit and –,3,6,Rest and Ricklaxation
Toxic Rick,"Toxins. We’re not in Hell, Morty.  We’re in the detoxifier. The machine didn’t blow up. It worked normally.  It removed our toxins.  We’re the toxins.",3,6,Rest and Ricklaxation
Toxic Morty, Aaaaaaaahhhhhhh!,3,6,Rest and Ricklaxation
Toxic Rick,"Are you listening, you stupid little garbage person?!  We're what got removed!",3,6,Rest and Ricklaxation
Alien,I hope you both found that detox sufficiently relaxing.,3,6,Rest and Ricklaxation
Rick,"Hey, man, listen Those comments I made about your throat?",3,6,Rest and Ricklaxation
Alien,  It’s all good.,3,6,Rest and Ricklaxation
Rick,"It’s nice of you to let me off the hook. It’s still unacceptable behavior, and I do regret it.",3,6,Rest and Ricklaxation
Alien,"Believe me, man, I’ve been working here a long time. I get it.",3,6,Rest and Ricklaxation
Morty,"Hey, uh, you mind if I put on some music?",3,6,Rest and Ricklaxation
Rick,Not at all.,3,6,Rest and Ricklaxation
Radio,Grab my terrifolds...,3,6,Rest and Ricklaxation
Rick,What is that?,3,6,Rest and Ricklaxation
Morty,I just hit shuffle.,3,6,Rest and Ricklaxation
Rick,Are you kidding?,3,6,Rest and Ricklaxation
Morty,Haha.,3,6,Rest and Ricklaxation
Rick,"This universe.  Oh, excuse me.",3,6,Rest and Ricklaxation
Morty,"We should listen to one random song a day, you know? We’d end up hearing more songs we didn’t like, but we’d discover a lot more that we did.",3,6,Rest and Ricklaxation
Rick,"That is an interesting concept. You know, it makes me wonder if there’s an algorithmic expression that could achieve the ideal ratio. Pfft! Listen to me, trying to calculate happiness over here.",3,6,Rest and Ricklaxation
Morty,"Hoo, if anyone could, Rick.",3,6,Rest and Ricklaxation
Rick,"Hey, here’s something no science could measure. I’m real proud to be your grandpa, Morty.",3,6,Rest and Ricklaxation
Morty,"Thanks, Rick. I love you.",3,6,Rest and Ricklaxation
Toxic Rick,"Yeah, motherfucker! Yeah! Get it! Get some! Right up your fucking bitch ass, you fuck! Guess who just discovered a new element?! You think you could do that, Morty? You think anyone but me could do that ever in a billion years? Do you think if God existed he could do it? The answer is no. If God exists, it’s fucking me!",3,6,Rest and Ricklaxation
Toxic Morty,"Yes, Rick. I-I agree, Rick.",3,6,Rest and Ricklaxation
Toxic Rick,"While you were flapping your parasitic turd holster, I discovered the toxic equivalent of electricity, Morty. What do you think about that?",3,6,Rest and Ricklaxation
Toxic Morty,Uh I th-I think my voice is annoying.,3,6,Rest and Ricklaxation
Toxic Rick,"It is, and it’s your best quality.",3,6,Rest and Ricklaxation
Toxic Morty, So true.,3,6,Rest and Ricklaxation
Mr. Goldenfold,"Now, who can tell me the common denominator of these two factions? You don’t know or y’all just bored?",3,6,Rest and Ricklaxation
Morty,"Hey, listen, you know, wh-If we’re all bored over here, wouldn’t the common denominator be you?",3,6,Rest and Ricklaxation
Mr. Goldenfold,"Damn, Morty. That’s hilarious. Normally I would come down on any kind of disruption, but it seems to represent a positive change for your character. Class dismissed!",3,6,Rest and Ricklaxation
Off screen student,"Awesome, Morty!",3,6,Rest and Ricklaxation
Student with glasses,"You done good, Morty. ",3,6,Rest and Ricklaxation
Off screen student 2,Oh yeah!,3,6,Rest and Ricklaxation
Female student,"Thanks for the advice, Morty.",3,6,Rest and Ricklaxation
Morty,You got it.,3,6,Rest and Ricklaxation
Female student 2,"I did it, Morty!",3,6,Rest and Ricklaxation
Morty,I knew you could.,3,6,Rest and Ricklaxation
Mitch,"Hey, Morty, remember yesterday when I couldn’t play the trombone? Well, check this out! ",3,6,Rest and Ricklaxation
Morty," Just like I told you, Mitch. The music was in your heart the whole time.",3,6,Rest and Ricklaxation
Female student looking into her mirror,Stupid hat Wish I had the courage to just be myself.,3,6,Rest and Ricklaxation
Female Student, There you are.,3,6,Rest and Ricklaxation
Bully,"You might have all these idiots fooled, but I know you’re still the same pathetic loser hiding behind a confident facade. I know that because I’m doing the same thing, brother. I’m not alone anymore!",3,6,Rest and Ricklaxation
Jessica,"Hey, Morty. Word around school is you’ve become super healthy.",3,6,Rest and Ricklaxation
Morty,"I don’t know about all that. I do, however, know that I have a pretty bad case of haven’t taken you to dinner-itis. Might be fatal. Hahaha!",3,6,Rest and Ricklaxation
Rick,": Hey, kids. Uh, hope I’m not interrupting. Morty, a moment of your time?",3,6,Rest and Ricklaxation
Morty,"Happy to help, Rick.",3,6,Rest and Ricklaxation
Rick,"I hate to bug you with this, but after our morning hike I started receiving very faint, highly unusual transmissions on my sub ether phone. Listen.",3,6,Rest and Ricklaxation
Morty,"It’s a bad phone. Chuck it. I downgraded to a clamshell for emergencies only. You know, if if if something’s worth saying, I-it’s worth eye contact.",3,6,Rest and Ricklaxation
Rick,"Uh, I-I-I traced the source of the call back to the spa we went to, Morty. I thought I could hear a voice in there, so I enhanced it, a-and listen.",3,6,Rest and Ricklaxation
Toxic Rick,"Hey, asshole!",3,6,Rest and Ricklaxation
Toxic Morty,"Oh, man!",3,6,Rest and Ricklaxation
Toxic Rick,Remember us?,3,6,Rest and Ricklaxation
Toxic Morty,"Oh, I don’t like confrontation!",3,6,Rest and Ricklaxation
Toxic Rick,"You fucked us, you pieces of garbage! That’s right, you’re fucking garbage, not us. I’m a fucking genius and a god. You really think this thing can hold me? I’m gonna rip your throat...",3,6,Rest and Ricklaxation
Rick,"Morty, what if the toxic parts of us have their own identities, their own will to live?",3,6,Rest and Ricklaxation
Rick,W-What if mine shares my intelligence and devised a way to reach out to us?,3,6,Rest and Ricklaxation
Morty,"Sounds like he’s in a lot of pain. Lot. O. Pain. But, you know, you shouldn’t have to deal with that, man. You know, l-let’s work off your trauma with some urban spin yoga. It’s amazing. You do yoga on a bike, but you have an at-risk preteen-",3,6,Rest and Ricklaxation
Rick,"I don’t think I can just blow this off, Morty. If I had known it worked this way, I wouldn’t have detoxed. Well, I would have because I was toxic. Now I’m detoxed and I’m accountable to my toxins, right? I-It’s a dilemma.",3,6,Rest and Ricklaxation
Morty,I think I know what to do. ,3,6,Rest and Ricklaxation
Rick,Morty!,3,6,Rest and Ricklaxation
Morty,"Rick! Haha.  You know, the only problem here is a big fat brain that misses eating all them big fat problems. Focus on the good thing. Trust me, things are good. Taking that away from me, heh. That wouldn’t be healthy.",3,6,Rest and Ricklaxation
Morty,"Hahaha! Hahahaha! Oh, man. World’s Greatest Grandpa, for reals.  It’s not just a coffee cup for you, bud. You’re legit. ",3,6,Rest and Ricklaxation
Morty,I love drums. I never took drum lessons. Why? Limitations. We are addicted to our own limitations. How amazing is that? Is the kale prepared in the kitchen? I’ll have a water.,3,6,Rest and Ricklaxation
Jessica,"Uh How is the ""cru-dite?""",3,6,Rest and Ricklaxation
Waiter,CruditÃ©. It’s a cup of carrot sticks.,3,6,Rest and Ricklaxation
Morty,Ha! It’s okay! Pronounce it however you want. Words are just things. Please. Thank you. We’re having a conversation.,3,6,Rest and Ricklaxation
Morty,"God, I am so excited to finally have dinner with you. You know how long I’ve been waiting for this? It’s like, whew! I-I-I wish you’d shut up, though. Just kidding. You know, you’re so quiet. What’s wrong? W-Why don’t you tell me about yourself? What’s the atmosphere like on planet Jessica? Where’s the equator, what are the vacations, a-and the holidays? I mean, you know, haha, are they the same time? Talk to me.",3,6,Rest and Ricklaxation
Jessica,Well I... like this restaurant.,3,6,Rest and Ricklaxation
Morty,"Holy shit! Holy shit! We have a moron over here! I’m an idiot. I can’t believe I haven’t thought of this. You have to do this detox thing I did. It’s an alien spa, you go through it, fwoos-s-s-ssh, lasers, bwaa-bwaa-bwaa, wheeew wheeew! Sucks everything out. Everything that was holding me back, everything bad, I mean, it just sluuuurp! Hahaha! Right?",3,6,Rest and Ricklaxation
Jessica," Cooooool.  Oh, my God! I can’t believe this.",3,6,Rest and Ricklaxation
Morty,"Yeah, phones are awful, I downgraded to- ",3,6,Rest and Ricklaxation
Jessica,"I totally forgot my I have a thing, and...",3,6,Rest and Ricklaxation
Morty,Things are good.,3,6,Rest and Ricklaxation
Jessica,"You know what? Why am I doing that? That’s more rude than the truth. Look, I’m sorry, Morty. I just don’t think...",3,6,Rest and Ricklaxation
Morty,Do not. Even. You have no need to explain. It’s all good.,3,6,Rest and Ricklaxation
Jessica,I think you’d get bored with me. ,3,6,Rest and Ricklaxation
Morty,"E-Exactly. Look, the sparks aren’t flying. This is what dating is for, you know? First date, no sparks. No damage, no worries. Life is a highway. We’re gonna ride it all night lonnngg!",3,6,Rest and Ricklaxation
Morty,"Gonna eat some ""crudite. Mmm! Is this organic? Mmm.  All right. You know, the evening continues.  Okay, here we go.",3,6,Rest and Ricklaxation
Morty,"Ma’am, I’m afraid I have some bad news for you. Your money’s no good here. Haha!  I’ll I’ll get the next round, sir.",3,6,Rest and Ricklaxation
Stacy,Aren’t you a child?,3,6,Rest and Ricklaxation
Morty,Only in the ways that matter. Morty.,3,6,Rest and Ricklaxation
Stacy, Stacy.,3,6,Rest and Ricklaxation
Morty,"I’ve been watching you drink, Stacy. I get the feeling you’ve got a hard job. I wonder what it takes to please you. That’s the job I want Part time, full time, I want to be good at it, bad at it, I want to get promoted, fired, corner office, hostile takeover, workplace accident I’m on my knees, Stacy. Praying, worshipping, begging, whatever you want.  What do you think about that?",3,6,Rest and Ricklaxation
Stacy, Okay. Fuck it.,3,6,Rest and Ricklaxation
Morty,Tink.,3,6,Rest and Ricklaxation
Morty, Mm! Let’s ask my grandpa. He’s a scientist.,3,6,Rest and Ricklaxation
Morty,"Hey, Rick, are you familiar with ""Ben Wa"" technology?",3,6,Rest and Ricklaxation
Rick," Morty, great news. I went back to the spa and they let me purchase the containment unit from their detoxifier.",3,6,Rest and Ricklaxation
Morty,Why?,3,6,Rest and Ricklaxation
Toxic Rick," Because we’re coming home, bitch!",3,6,Rest and Ricklaxation
Morty,What is this?,3,6,Rest and Ricklaxation
Toxic Rick,"This is the parts of your pussy grandpa that keep it real. Oh oh, and I think you dropped something, too! ",3,6,Rest and Ricklaxation
Toxic Morty,"I don’t want to be on camera. I’m ugly and gross, please.",3,6,Rest and Ricklaxation
Stacey,Should I go?,3,6,Rest and Ricklaxation
Morty,"You’re your own person, Stacy.",3,6,Rest and Ricklaxation
Stacy,Then I’d like to stay.,3,6,Rest and Ricklaxation
Morty,"Rick, please tell me you’re not trying to put that stuff back inside of us.",3,6,Rest and Ricklaxation
Rick,"Morty, I’m sorry. That stuff is alive and it belongs with us. We yanked them from their homes and locked them in a can. ",3,6,Rest and Ricklaxation
Toxic Rick,Motherfucker!,3,6,Rest and Ricklaxation
Rick,See? They’re living in pain.,3,6,Rest and Ricklaxation
Morty,"That’s what they do, Rick, they live in pain. They are pain, you know? They they’re all the bad parts of us, which, by the way, includes our dishonesty, so how do you know this isn’t all some sort of crazy trick?",3,6,Rest and Ricklaxation
Toxic Rick,"Oh, so now because I’m made entirely of toxins I’m also a liar? Fuck you, you little sociopath.  You hear this, Morty?",3,6,Rest and Ricklaxation
Toxic Morty,"Oh, everybody hates me. I can tell. Y-You all hate me.",3,6,Rest and Ricklaxation
Toxic Rick," All right, shut up, Morty. Healthy Rick, are we doing this or what?",3,6,Rest and Ricklaxation
Rick,"Yep. Sorry, Morty. I need you to step into the booth. ",3,6,Rest and Ricklaxation
Morty,,3,6,Rest and Ricklaxation
Toxic Rick,"Don’t negotiate with that little turd, dummy. You’re the Rick. You need to show dominance. Morty, booth, now. ",3,6,Rest and Ricklaxation
Rick,"Booth! Come on, Morty.",3,6,Rest and Ricklaxation
Morty,Don’t touch me!,3,6,Rest and Ricklaxation
Rick,"Morty, do the healthy thing and voluntarily retoxify yourself. ",3,6,Rest and Ricklaxation
Morty,Nooooo!,3,6,Rest and Ricklaxation
Stacy,Is it wrong if I think this is kind of hot?,3,6,Rest and Ricklaxation
Morty,"Let me out of here! Stacy, help! Open the door!",3,6,Rest and Ricklaxation
Stacy,"I need to hear our safe word, Morty.",3,6,Rest and Ricklaxation
Morty,Sea Cucumber! Sea Cucumber!,3,6,Rest and Ricklaxation
Rick,What are you doing?,3,6,Rest and Ricklaxation
Stacy,"I’ll do anything for you, Morty.",3,6,Rest and Ricklaxation
Rick,No!,3,6,Rest and Ricklaxation
Toxic Rick,It worked! Haha! Yes! That idiot believed every word. Now let’s see how he enjoys living in that shit tank.,3,6,Rest and Ricklaxation
Toxic Rick,"He’s right behind me, isn’t he? ",3,6,Rest and Ricklaxation
Toxic Morty,He’s in front of you.,3,6,Rest and Ricklaxation
Toxic Rick,Oh.  My eyes are still adjusting.,3,6,Rest and Ricklaxation
Stacy," Uh, is this like a sex dungeon? I guess I should’ve been paying attention.",3,6,Rest and Ricklaxation
Toxic Rick,"After 70 years of being bottled up inside a  sentimental jackass, I finally get to live my own life.",3,6,Rest and Ricklaxation
Rick,You said we were merging.,3,6,Rest and Ricklaxation
Toxic Rick,"I lied, dumbass! I lie about everything! Why would I ever re-merge with a pussy like you?",3,6,Rest and Ricklaxation
Rick,So you were just gonna trap us in that tank? T-That was your plan?,3,6,Rest and Ricklaxation
Toxic Rick,"Not was, motherfucker, still is.",3,6,Rest and Ricklaxation
Morty," Kill him, Rick!",3,6,Rest and Ricklaxation
Toxic Morty, I don’t like this! This is scary!,3,6,Rest and Ricklaxation
Rick," All right, you asked for it.",3,6,Rest and Ricklaxation
Toxic Rick,Did I ask for this?  Did I ask for this?  Huh? Did I?,3,6,Rest and Ricklaxation
Groin System 6000,Assessing threat to groin.,3,6,Rest and Ricklaxation
Toxic Rick,Groin System 6000. Kill him!,3,6,Rest and Ricklaxation
Groin System 6000, That... is my groin’s user.,3,6,Rest and Ricklaxation
Toxic Rick,"Believe me, I got a lot more use out of that thing than he ever did.",3,6,Rest and Ricklaxation
Groin System 6000,You know what? Not my table. ,3,6,Rest and Ricklaxation
Mrs. Pancakes,You do know me.,3,6,Rest and Ricklaxation
Summer,,3,6,Rest and Ricklaxation
Summer,"What the hell, Grandpa Rick?",3,6,Rest and Ricklaxation
Toxic Rick,"Fuck you, Summer!",3,6,Rest and Ricklaxation
Rick,"Sorry, Summer!",3,6,Rest and Ricklaxation
Rick,"Okay, okay, take it easy. Don’t do it.",3,6,Rest and Ricklaxation
Toxic Rick,I love you. Good boy. Daddy’s little boy.,3,6,Rest and Ricklaxation
Rick,"Summer, get out of here! Go!",3,6,Rest and Ricklaxation
Toxic Rick,"Oh, who’s that?",3,6,Rest and Ricklaxation
Toxic Rick," Who’s that over there? Oh, no.",3,6,Rest and Ricklaxation
Toxic Rick,"You see the bad man in front of you? You’re a good little boy, you’re gonna get him. You’re gonna get him.",3,6,Rest and Ricklaxation
Toxic Rick,Ahh! Son of a...  ,3,6,Rest and Ricklaxation
Toxic Rick,"Nice try, asshole.",3,6,Rest and Ricklaxation
Rick,We can resolve  our issues. We don’t need to resort to over-the-top- Aah!,3,6,Rest and Ricklaxation
Toxic Morty,"I-I did it, Rick. I got the tank! I-I’m a piece of shit, but I got the tank!",3,6,Rest and Ricklaxation
Toxic Rick,"You’re going in that tank, motherfucker. You’re gonna  live in that toxic shit wasteland like I had to do!",3,6,Rest and Ricklaxation
Toxic Morty,Ahh! Ow!  ,3,6,Rest and Ricklaxation
Toxic Rick,"That’s right, motherfucker! You’re going in that fucki-",3,6,Rest and Ricklaxation
Beth, Dads?,3,6,Rest and Ricklaxation
Rick,"Okay, just Just leave her out of it.",3,6,Rest and Ricklaxation
Beth,What’s going on?,3,6,Rest and Ricklaxation
Toxic Rick,"All right, fuck this. Time for plan B If I can’t trap you in a toxic world, ",3,6,Rest and Ricklaxation
Morty,Ahh!,3,6,Rest and Ricklaxation
Toxic Rick,I’ll just make the whole world toxic. ,3,6,Rest and Ricklaxation
Rick,"It’s okay, girls. I-I’m so sorry I put us in danger with some of my behavior. I-If you’d like I can go out in the g-garden, pick some fresh basil, and make us a nice Scallopini.",3,6,Rest and Ricklaxation
Beth,What did the booger version of you mean when he said he was going to make the whole world toxic?,3,6,Rest and Ricklaxation
Rick,"Believe me, sweetie, that man’s motivations are a mystery.",3,6,Rest and Ricklaxation
Morty,"Screw that, Rick. We got to stop him. What’s the last thing you’d think about doing with that tank thing?",3,6,Rest and Ricklaxation
Rick," Morty, I appreciate what you’re trying to do, but it’s not our place, you know, to pick and choose which world gets saved from what apocalypse. Our our toxins have as much a right to their worldview as-",3,6,Rest and Ricklaxation
Rick,"Morty, how is it healthy to slap me?",3,6,Rest and Ricklaxation
Morty,"Obviously my version of health is a hell of a lot different from yours, you useless old turd.",3,6,Rest and Ricklaxation
Rick,Wait. That’s it.  How could that detox machine know the difference between healthy and sick for everything that goes through it? It can’t. It must be by the individual’s own definition of toxicity. That means...,3,6,Rest and Ricklaxation
Beth,Dad!,3,6,Rest and Ricklaxation
Morty,"What the What the hell, Rick?",3,6,Rest and Ricklaxation
Rick, I’ll explain on the way.,3,6,Rest and Ricklaxation
Toxic Rick,"This ""Moon Tower,"" Morty,  is the perfect height and metallic composition for the  amplification and beaming of toxic energies. What do you think about that, Morty? Are you excited about that, Morty?",3,6,Rest and Ricklaxation
Toxic Morty,"Oh, man. I’m just freaked out. I-It’s too high up here.",3,6,Rest and Ricklaxation
Toxic Rick,"Once I flip this switch, the entire world is gonna be just as toxic as us, baby. ",3,6,Rest and Ricklaxation
Priest,As we praise our loving Father-,3,6,Rest and Ricklaxation
Priest, God is a lie! We made him up for money!,3,6,Rest and Ricklaxation
Man, Santa Claus isn’t real.  You were all mistakes!,3,6,Rest and Ricklaxation
Toxic Rick,"Hahahahahaha! We fucking did it, Morty. Put your fucking hands in the air.  Yeah, you little piece of shit.",3,6,Rest and Ricklaxation
Rick,Remember me?,3,6,Rest and Ricklaxation
Toxic Rick,Didn’t you learn last time that you can’t beat me?,3,6,Rest and Ricklaxation
Rick,"Yeah, I did. And then I learned something else.  This.",3,6,Rest and Ricklaxation
Toxic Morty,Ahh!!,3,6,Rest and Ricklaxation
Rick,"That bullet is laced with an encrypted nanobotic virus that will disintegrate your Morty in about, ah, 20 minutes.",3,6,Rest and Ricklaxation
Toxic Rick,You think I give a shit?,3,6,Rest and Ricklaxation
Rick,"I know you give a shit, dummy. Because I know I don’t. Here’s another thing I know. The decryption key that neutralizes the virus.  You want it? Come and get it. Merge with me and you’ll know how to save him.",3,6,Rest and Ricklaxation
Toxic Rick,"Pfft. Come on, man. I’ve been trapped in your pussy brain for 70 years of delusions, but this is the all-time weakest bluff that I’ve ever-",3,6,Rest and Ricklaxation
Toxic Morty,Ow-Ohh!!,3,6,Rest and Ricklaxation
Toxic Rick, Jesus Christ! What are you doing?!,3,6,Rest and Ricklaxation
Morty,He’s cutting your time in half. 10 minutes.,3,6,Rest and Ricklaxation
Toxic Morty,Ohh! It hurts!,3,6,Rest and Ricklaxation
Toxic Rick,What is your problem?,3,6,Rest and Ricklaxation
Rick,"Oh, I had all my problems removed my entitlement, my narcissism, my crippling loneliness, my irrational attachments.",3,6,Rest and Ricklaxation
Rick,"They must be somewhere. They ain’t over here, bro.",3,6,Rest and Ricklaxation
Toxic Rick,I’m not going back in there!,3,6,Rest and Ricklaxation
Rick,"Honestly, I don’t care either way. I hate having you in me. And when I say ""honestly"" you can believe it, because we both know I’m too healthy to lie. Watch.",3,6,Rest and Ricklaxation
Toxic Rick,"All right! Knock it off! You’re not impressing anyone.  Morty, not that I give a shit, but are you okay?",3,6,Rest and Ricklaxation
Toxic Morty,"Jesus Christ, it hurts.",3,6,Rest and Ricklaxation
Toxic Rick,"Relax, quit your bitching. Y-You’re gonna be fine. Grandpa’s here.",3,6,Rest and Ricklaxation
Rick,Hahahahahaha.,3,6,Rest and Ricklaxation
Toxic Rick,You think that’s funny?,3,6,Rest and Ricklaxation
Rick,"Y-You got to have a sense of humor about these things. Oh, wait, you can’t. You’re literally incapable of seeing the bigger picture. I guess it’s just funny because you’ve never done anything but complain about me being in charge, but if I ever gave you the wheel we’d be dead in five minutes.",3,6,Rest and Ricklaxation
Toxic Morty,"Ah, Rick?",3,6,Rest and Ricklaxation
Rick,"You poor, dumb, sick animal.",3,6,Rest and Ricklaxation
Toxic Morty,Augh... Rick?,3,6,Rest and Ricklaxation
Toxic Rick,"Ahh!  Just do it! Just do it, you piece of-",3,6,Rest and Ricklaxation
Rick,"Aaahhh! I’m back, baby!  Regular Rick! Master of both worlds! Check it it out!  Excuse me.  Now we’ll just reverse this hacky toxicity beam. Man, I really over think shit when I’m angry.",3,6,Rest and Ricklaxation
Priest,God is not a lie.,3,6,Rest and Ricklaxation
Crying boy,Mommy! Mommy!,3,6,Rest and Ricklaxation
Rick," Ha! All right, Morty, now it’s time we re-merge your little ass.",3,6,Rest and Ricklaxation
Morty,"You’re a better man than me, Rick. I’m healthy enough to admit that!",3,6,Rest and Ricklaxation
Rick,That kid is a real piece of shit.,3,6,Rest and Ricklaxation
Toxic Morty," Y-Y-You’re gonna save me, right?",3,6,Rest and Ricklaxation
Rick," Part of me wanted to, Toxic Morty. Part of me really wanted to. ",3,6,Rest and Ricklaxation
Worker," I’m telling you, these shares are hot.",3,6,Rest and Ricklaxation
Worker 2,Yeah. That sounds like a good idea. It’s definitely a good idea.,3,6,Rest and Ricklaxation
Morty," Duane, Duane, Duane, I get it, now can you get me? Have I ever lied to you?  That’s right, and ask around, I never do, Duane.",3,6,Rest and Ricklaxation
Morty,"Let me put this real simple. This stock is a beautiful redhead, recently single, not looking to date but ready to fall in love, and fate has put her locker two down from yours, Duane Two lockers down.  So step up or step off, Duane. Blue pill or red pill, what’ll be, bro? Totally understand, Duane. You’re the boss.  Heinholz Biotech Million and a half at thirty-three. ",3,6,Rest and Ricklaxation
Worker in a red shirt, Heh.You little fucking monster.,3,6,Rest and Ricklaxation
Morty,Mmm! Is this organic? Mmm!  Go for Morty.,3,6,Rest and Ricklaxation
Jessica on the phone,"Hi, Morty. It’s Jessica. Look, can we just talk for a minute?",3,6,Rest and Ricklaxation
Morty,Is that how long it takes for Rick to trace my location?,3,6,Rest and Ricklaxation
Jessica,"Come back, Morty. I miss you.",3,6,Rest and Ricklaxation
Morty,You miss the old me. You miss someone that loved you so much you never had to love ‘em back.,3,6,Rest and Ricklaxation
Jessica,How do you know I don’t want to love you?,3,6,Rest and Ricklaxation
Morty,Because I’m not sick. ,3,6,Rest and Ricklaxation
Jacquelyn, Ex-girlfriend? Should I be jealous?,3,6,Rest and Ricklaxation
Morty, There’s nothing to be jealous of.,3,6,Rest and Ricklaxation
Jacquelyn, I just realized that I’m scheduled to speak at that fundraiser on our date night. I can cancel.,3,6,Rest and Ricklaxation
Morty,We’ll be together. That’s a date.,3,6,Rest and Ricklaxation
Jacquelyn,"You are the perfect man.  Oh, sweetie,  I think you hit the wrong button. You didn’t hang up.",3,6,Rest and Ricklaxation
