name,line,season no.,episode no.,episode name
Rick,"Morty, this is gonna sound bad, but...would you trust me not to kill you?",5,2,Mortyplicity
Summer,Oof.,5,2,Mortyplicity
Morty,"I mean, good point, but Jesus Christ.",5,2,Mortyplicity
Second Rick,We rush them on three. Ready?,5,2,Mortyplicity
Second Morty,"I don't want to kill us, Rick!",5,2,Mortyplicity
Second Rick,"It's them or us, Morty. I don't trust me. Do you trust you?",5,2,Mortyplicity
Second Morty,Yes?,5,2,Mortyplicity
Second Rick,Freak.,5,2,Mortyplicity
Rick,"Before you say anything, they were already killing each other.",5,2,Mortyplicity
Beth,"Well, you could've done something.",5,2,Mortyplicity
Rick,"Not sure, actually. I've heard stories about this. We're looking at a possible Asimov Cascade.",5,2,Mortyplicity
Jerry,"Sorry, what's happening?",5,2,Mortyplicity
Summer,"I need an explainer, too.",5,2,Mortyplicity
Morty,"Yeah, I'm pretty much behind on this one.",5,2,Mortyplicity
Rick,"Car, can I get a whiteboard?  When squids started killing decoys, decoys started checking their decoys and learning that they're making decoys. That's making them seek out and run into other decoys, making them realize they're decoys, making them start to kill other decoys.",5,2,Mortyplicity
Summer,Say decoy again.,5,2,Mortyplicity
Rick,Fuck you.,5,2,Mortyplicity
Beth,"Well, how do we stop it?",5,2,Mortyplicity
Rick,"Beth, the loop's already started. It's basically Highlander rules now.  Really? 1986? ""There can be only one?"" Shit, we gotta rent it after this. Connery plays ""the spaniard"" but does nothing about his accent.",5,2,Mortyplicity
Morty,"Well, what about the squids? I mean, they started this, would killing them finish it?",5,2,Mortyplicity
Rick,"Might work. Alt pitch, we just terminate the rest of the decoys.",5,2,Mortyplicity
Beth,"Nobody's terminating anything. This is your mess, nobody else with our face and memories has to die.",5,2,Mortyplicity
Rick,"Beth, as much as your passion warms my cold, cold heart, this thing feels pretty far gone. Not only are the decoys liable to be anywhere, but also, we don't know how many decoys there are. You get far enough down the decoy line and shit starts to get weird. You ever make a copy of a copy?",5,2,Mortyplicity
Beth,You're helping us fix this. We're taking out the squids.,5,2,Mortyplicity
Jerry,"I say we split up! Some of us take down squids, while the rest of us–",5,2,Mortyplicity
Rick,Engage in B stories we'll have to track simultaneously? No thank you! We stick together till this is all wrapped up.,5,2,Mortyplicity
Summer,"I dunno, the squids seem pretty good at taking out Smith families.",5,2,Mortyplicity
Rick,"Well, this'll sound weird, but I think I have a pitch for that.",5,2,Mortyplicity
Summer,This costume smells like ass!,5,2,Mortyplicity
Rick,"God, there's no pleasing you!",5,2,Mortyplicity
Morty,"It's really bad, Rick.",5,2,Mortyplicity
Summer,Did you let a gym coach break it in?,5,2,Mortyplicity
Jerry,Why are we wearing these?,5,2,Mortyplicity
Rick,"Because we'll fit in and avoid detection as we take out all the squids. Might also help us anonymously take out excess decoys, if we have to.",5,2,Mortyplicity
Beth,Which we won't.,5,2,Mortyplicity
Summer,Unless we're decoys. He's starting to wonder! I knew it. I knew we didn't seem like Colorado people.,5,2,Mortyplicity
Beth," Oh my god! You are, aren't you? You're worried you might be fake!",5,2,Mortyplicity
Rick,"Sure, Beth. Try to love this more.",5,2,Mortyplicity
Beth,Just glad you have to walk a mile in someone else's squid costumes.,5,2,Mortyplicity
Morty,"There's one.  Hey, what're they mad at you for, anyway?",5,2,Mortyplicity
Rick,"Well, we're talking about me. It could be anything. Maybe jealous of my penis size, I had sex with their queen, my dick's too big, the list goes on and on.",5,2,Mortyplicity
Rick,"Alright, hey, one down! Probably, what, forty more to go? Forty-five? Should be pretty easy, unless killing them brings in a bigger bad or some kind of horrible mothership. Okay, let's loot their ship, find their weaknesses, be done by sundown.",5,2,Mortyplicity
Rick,Huh.,5,2,Mortyplicity
Morty,"Wait, but if the squids are decoys and we dressed as squids...",5,2,Mortyplicity
Summer,"Well, I found their weakness. They don't fucking listen to me!",5,2,Mortyplicity
Rick,"Honestly, probably for the best.",5,2,Mortyplicity
Rick," Man, I'm good.",5,2,Mortyplicity
Beth,Dad!,5,2,Mortyplicity
Rick,"Oh, shit. One of mine.",5,2,Mortyplicity
Morty,Where are we going?,5,2,Mortyplicity
Rick,"Off grid, Morty. We're gonna live in the woods, like libertarians. We'll hunt rabbits and trade with, like, little pieces of gold bar that we cut off with a knife.",5,2,Mortyplicity
Summer,That licks.,5,2,Mortyplicity
Rick,"We might be decoys, Summer. Everything about this licks.",5,2,Mortyplicity
Beth,"Oh, maybe now you'll empathize with the decoys you're killing!",5,2,Mortyplicity
Rick,"Wait, shhh. It's too quiet.",5,2,Mortyplicity
Summer,You skipped quiet.,5,2,Mortyplicity
Rick,I didn't skip shit. It's obviously quiet if it's too quiet.,5,2,Mortyplicity
Summer,"Yeah, but you're supposed to say–",5,2,Mortyplicity
Rick,"You know what, Summer, now it's not quiet enough!",5,2,Mortyplicity
Morty,Where are we? Where's Rick?,5,2,Mortyplicity
Scarecrow Rick,"He's right here, Morty!  Oh, are we not happy to see grandpa? Does he look...different?",5,2,Mortyplicity
Jerry," Oh, god!",5,2,Mortyplicity
Morty," Ugh, it stinks!",5,2,Mortyplicity
Scarecrow Rick,"Yes, recoil at the craftsmanship. I could tell I was a fake from the day I was born. Unlike you. Unlike them.",5,2,Mortyplicity
Scarecrow Rick,"You see, Ricks, they get lazy. There's always a shitty decoy towards the end. But those decoys made decoys too, and got lazy themselves. And far enough down the line...there be monsters.",5,2,Mortyplicity
Summer,"Ugh, we get it, you're ugly and mad about it.",5,2,Mortyplicity
Jerry, Rick!,5,2,Mortyplicity
Summer, Grandpa!,5,2,Mortyplicity
Rick,Kill me... if I ever get this arch.,5,2,Mortyplicity
Scarecrow Rick,"Hush, little decoy. Can't kill you yet. The skin needs to be fresh.",5,2,Mortyplicity
Beth,You know what? You're a monster.,5,2,Mortyplicity
Scarecrow Rick,"I'm your father! At least, I can look more like him once I harvest all this yummy skin.",5,2,Mortyplicity
Rick,This guy's really into skin.,5,2,Mortyplicity
Scarecrow Rick,It's not all for me. A Rick provides for his family.,5,2,Mortyplicity
Scarecrow Beth,"Will I beautiful again, daddy?",5,2,Mortyplicity
Scarecrow Rick,"Soon, baby. Beautiful again soon.",5,2,Mortyplicity
Scarecrow Rick,What the–,5,2,Mortyplicity
Glockenspiel Rick,Help the others!,5,2,Mortyplicity
Beth,Why are you helping us?,5,2,Mortyplicity
Glockenspiel Rick,Because we're all in this together. Come on! There's a place we can go!,5,2,Mortyplicity
Glockenspiel Jerry,"Hey, who needs all this war stuff? I found a can of varnish. This is a ticket to the world beyond the river!",5,2,Mortyplicity
Glockenspiel Summer,Who wants that? I crave glorious death in decoy battle!,5,2,Mortyplicity
Glockenspiel Morty,"Also, y'know, depending on the varnish, might look like blackface.",5,2,Mortyplicity
Glockenspiel Jerry,Excuse me for wanting to live.,5,2,Mortyplicity
Glockenspiel Beth,"Brothers and sisters, welcome to the cause. To our cause. We are no longer Ricks and Mortys, Beths and Jerrys, or also Summers.",5,2,Mortyplicity
Decoy Summer,Whatever.,5,2,Mortyplicity
Decoy Summer,Asshole!,5,2,Mortyplicity
Glockenspiel Beth,"We are decoys. Brought into the world by an unloving god, and drive to destroy ourselves by the uncertainty he creates!",5,2,Mortyplicity
Decoy Rick,I don't know if that's accurate.,5,2,Mortyplicity
Decoy Rick,Sounds extreme.,5,2,Mortyplicity
Glockenspiel Beth,But that violence ends today!,5,2,Mortyplicity
Decoy Jerry,What about the squids?,5,2,Mortyplicity
Decoy Beth, The squids are decoys!,5,2,Mortyplicity
Decoy Summer, There were no squids!,5,2,Mortyplicity
Other Decoy Summer,The squids are decoys who realized they're decoys and wanted to kill the other decoys.,5,2,Mortyplicity
Other Decoy Jerry,"Yeah, it is a lot.",5,2,Mortyplicity
Glockenspiel Beth,We cannot let confusion divide us!,5,2,Mortyplicity
Decoy Morty,"Squids! Squids, of course, being shorthand for killer decoys!",5,2,Mortyplicity
Glockenspiel Rick,"Inner sanctum, the escape tunnel!",5,2,Mortyplicity
Glockenspiel Jerry,"I'm sorry, I didn't ask for this! I just wanna live! But there's only so much varnish! I'm sorry, I'm sorry!",5,2,Mortyplicity
Beth,How long before the other decoys find us?,5,2,Mortyplicity
Rick,Sooner or later. Can't really run from it. Any place we'd think to hide is a place they'd think to look. It's Rule 34 of an Asimov Cascade.,5,2,Mortyplicity
Beth,I'm just glad we're living to the fullest with the time we have left.,5,2,Mortyplicity
Summer," Well, peeing in the ocean was my bucket list item. Who's next?",5,2,Mortyplicity
Rick,Jerry? Bucket list?,5,2,Mortyplicity
Jerry,I'd like to attend a game at every major league ballpark.,5,2,Mortyplicity
Rick,Nope! Morty?,5,2,Mortyplicity
Morty,I wanna ask a girl out at my weird New Mexico school.,5,2,Mortyplicity
Rick,"Shit. Sorry, buddy. Sounds like it would've been real heartwarming.",5,2,Mortyplicity
Morty,They looked happy. Did we have to kill them?,5,2,Mortyplicity
Beth,"Well, maybe their Rick came to grips with his bullshit!",5,2,Mortyplicity
Rick,"You're so mean today! I'm your dad, you like having me around!",5,2,Mortyplicity
Beth,You keep putting us in danger!,5,2,Mortyplicity
Rick,"Whatever. This'll take forever, mind if I do something drastic?",5,2,Mortyplicity
Rick,"House, I need something quick. Can you whip up a Star Fox boss season four callback? Make it flashy?",5,2,Mortyplicity
House,"You got it, babe.",5,2,Mortyplicity
Rick," Let's go, you little bitch.  It's showtime.  Get centered.",5,2,Mortyplicity
Rick,"What up, you decoy motherfuckers? Come on down to Rick's house of squids, where I'm serving your ass on a platter!  I know what you're thinking: ""Fuck, a beacon! That's a great idea! He's got home turf,  a tacit psychological advantage, and absolutely pendulous balls!""  And now you're thinking ""shit, that's totally what the rick-est Rick would do! I might actually be fake!  I pretended I didn't care if I was, but I totally did! Now the only way to prove I'm real and not him is to ice his expository ass.""  Yup. So let's do it. Come get some. What? No, Morty, I'm gonna loop it. Why is it–",5,2,Mortyplicity
Steve,"Sir, there seems to be a confluence of Rick Sanchezes killing each other over the American Southwest.",5,2,Mortyplicity
The President,"Sounds exhausting. How many of those states voted for me, anyway?",5,2,Mortyplicity
Steve,"Mr. President, I think the point of the electoral collage is–",5,2,Mortyplicity
The President,"To preserve slavery? That's right, Steve. I have the internet too. Now take your white ass to the kitchenette and bring me a Diet Coke.",5,2,Mortyplicity
Rick,"Little out of character to say this right now, but you guys look really cool.",5,2,Mortyplicity
Morty,"We might be decoys, huh.",5,2,Mortyplicity
Rick,One way to find out.,5,2,Mortyplicity
Second Rick,"Looks like it's calming down. You wanna get in one more ""I told you so"" about synthetic life or whatever this week's theme is?",5,2,Mortyplicity
Second Beth,"Oh, fuck you.",5,2,Mortyplicity
Second Rick, Whoa.,5,2,Mortyplicity
Second Beth,"No, you don't get to be annoyed with this! You treat life and family as so burdensome, and yet you created an ocean of us because you're terrified of losing either!",5,2,Mortyplicity
Second Rick,Shit.,5,2,Mortyplicity
Second Beth,Yeah.,5,2,Mortyplicity
Second Rick,"Look, Beth, I might not be the real Rick. But even if I'm not, he made me, or the me that made me. Which means somewhere inside of him is a version of Rick capable of hearing that. A version of Rick who's sorry. I'm sorry about the clone thing, too. I love you.",5,2,Mortyplicity
Second Beth,"Thanks, dad.I love you, too. You really think we're decoys?",5,2,Mortyplicity
Second Rick,"Eh. Who cares? We'll be the last ones left. Lucky that one did the beacon, this was gonna take weeks.  Alright, let's mop up.",5,2,Mortyplicity
Second Beth,Finally.,5,2,Mortyplicity
Second Rick,"Dressing as decoys too cute to murder. You know, I'm not sure it helped, but I'm glad we tried it.",5,2,Mortyplicity
Second Morty,We're losing the costumes?,5,2,Mortyplicity
Second Summer,"Thank god, this decoy outfit smells like ass.",5,2,Mortyplicity
Second Rick,"Fuck you, Summer.",5,2,Mortyplicity
Second Rick,"Shit, that guy's awesome. Okay, listen, he might actually be the real Rick. But whatever happens–",5,2,Mortyplicity
Summer,Wait! We don't have to do this. We're both Summers. Shouldn't we at least try molly before we die?,5,2,Mortyplicity
Second Summer,"You know what, yeah. Fuck this noise.",5,2,Mortyplicity
Second Summer,"Wait, I don't know who to shoot.",5,2,Mortyplicity
Both Mortys,Summer!,5,2,Mortyplicity
Second Summer,"I can't deal with this. I had to kill myself. You have too, to.",5,2,Mortyplicity
Both Mortys,Summer!,5,2,Mortyplicity
Rick,"Fuck you, I'm real! I'm the smartest man in the universe!",5,2,Mortyplicity
Second Rick,Probably not even wrong. But that's just it. I'm not a man. I'm God!,5,2,Mortyplicity
Second Rick,You're just made in my image.,5,2,Mortyplicity
Rick,Fuck you.,5,2,Mortyplicity
Second Rick,"You the, uh, Summer I came with?",5,2,Mortyplicity
Second Summer,Probably.,5,2,Mortyplicity
Second Rick,Good enough. Morty?,5,2,Mortyplicity
Morty,Yeah.,5,2,Mortyplicity
Beth,"I'm here, too.",5,2,Mortyplicity
Second Rick,"Holy shit, that was insane! I love you guys, I've totally changed!",5,2,Mortyplicity
Second Rick,"Oh, fuck.",5,2,Mortyplicity
Mr. Always Wants To Be Hunted,You shoulda hunted me.,5,2,Mortyplicity
Second Rick,"What? Who—were you significant? Like, did we tee you up? You want to be hunted? God, I have so many questions. Why? What happens if– ",5,2,Mortyplicity
Mr. Always Wants To Be Hunted,Somebody hunt me!,5,2,Mortyplicity
Rick,"Pretty cool adventure, huh? Big, long road trip adventure through space? Even ran into Space Beth. Maybe that'll happen more often!",5,2,Mortyplicity
Space Beth,Let's not overdo it.,5,2,Mortyplicity
Rick,"Oh, shit. Looks like someone killed the decoy family.",5,2,Mortyplicity
Beth, Decoy family?,5,2,Mortyplicity
Space Beth, Decoy what now?,5,2,Mortyplicity
Glockenspiel Jerry,Hello?,5,2,Mortyplicity
Glockenspiel Jerry,"Oh, oh my god! Oh my god!",5,2,Mortyplicity
Glockenspiel Jerry,"No! No, no no, no no no no no!",5,2,Mortyplicity
Glockenspiel Jerry,Nooooo!,5,2,Mortyplicity
Glockenspiel Jerry,"Oh god. Yes, yes, sweet death.",5,2,Mortyplicity
Glockenspiel Jerry,"Why am I still alive? Oh, god. Is there anything left? Hello?",5,2,Mortyplicity
Woodpecker,What is it?,5,2,Mortyplicity
Dolphin,A relic...from a kinder past.,5,2,Mortyplicity
Glockenspiel Jerry,"Wait, cowboys?",5,2,Mortyplicity
Glockenspiel Jerry,Christianity again? After cowboys? You went all the way back around?!,5,2,Mortyplicity
Glockenspiel Jerry,"Oh god, why can't I die? This is the worst thing that's ever happened to anyone!",5,2,Mortyplicity
